date,description
25 September 2023,"Hungary’s Prime Minister, Viktor Orbán, says his country is not in a hurry to ratify Sweden’s NATO accession, signalling a further delay in a process that has been stranded in the Hungarian parliament since July 2022."
28 September 2023,"UK Defence Secretary Grant Shapps visits President Zelenskyy in Kyiv an d promises further military support from the UK. The visit is Shapps’s first to Ukraine since becoming defence secretary last month. NATO Secretary-General Jens Stoltenberg also visits Kyiv, with Zelenskyy describing NATO as a “defacto” ally an d saying it is “only a matter of time before Ukraine becomes a de jure one as well”."
2 October 2023,"At a surprise meeting of EU foreign ministers in Kyiv, Ukraine is told it is “absolutely possible” that EU membership talks could begin this year."
10 October 2023,"Russia is defeated in its attempt to regain a seat in the UN’s top human rights body, which voted last year to suspend Moscow after its invasion of Ukraine. In a secret ballot at the General Assembly, Russia won 83 votes, while Albania received 123 and Bulgaria got 160."
12 October 2023,"The International Olympic Committee suspends the Russian Olympic Committee ( ROC) for recognising regional organisations from four territories annexed from Ukraine. The ROC denounces the decision, saying: The IOC has taken yet another counterproductive, politically motivated decision. Russian athletes, the majority of which are still groundlessly banned from international performances, are not affected in any way by this step."
13 October 2023,"The White House says North Korea has provided Russia with a shipment of weapons, calling it a troubling development and raising concerns about the expanded military relationship between the two countries. Later reports highlight ongoing arms transfer activity at Najin Port."
17 October 2023,"China’s president, Xi Jinping, welcomes his “dear friend” Vladimir Putin to Beijing, where representatives of 130 countries are attending a forum on Xi’s vast trade and infrastructure project, the belt and road initiative. This is Putin’s second known trip abroad since the International Criminal Court (ICC) issued a warrant for his arrest in March. In a unanimous vote, the State Duma, the lower house of the Russian parliament, gives preliminary approval to a bill revoking the ratification of the Comprehensive Nuclear Test Ban Treaty ( CTBT)."
18 October 2023,"The lower house of the Russian parliament, the State Duma, passes the second and third readings of a bill revoking Russia’s ratification of the comprehensive nuclear test ban treaty ( CTBT). Both stages are passed unanimously by 415 votes to zero."
28 October 2023,"A third round of Ukrainian-backed peace talks opens in Malta, with representatives from more than 50 countries, to discuss Zelenskyy’s 10-point formula for peace with Russia."
4 November 2023,"During a visit to Kyiv, European Commission President Ursula von der Leyen says Ukraine has made “excellent progress” towards EU accession."
7 November 2023,"Russia withdraws from the conventional armed forces in Europe (CFE) treaty, a security treaty that limited key categories of conventional armed forces. Russia’s foreign ministry says Moscow had formally withdrawn from the pact at midnight and that the treaty was now “history”."
8 November 2023,"At a G7 meeting in Japan, the bloc’s foreign ministers insist that their support for Ukraine “will never waver”, d espite growing tensions in the Middle East. Slovakia’s new government rejects a previously drafted plan to donate rockets and ammunition to Ukraine, following through on a pledge by incoming Prime Minister Robert Fico to halt military aid to Kyiv."
13 November 2023,Former UK Prime Minister David Cameron is appointed Foreign Secretary. The g overnment confirms he will enter the House of Lords in order to serve as a minister.
16 November 2023,"In his first overseas visit as foreign secretary, David Cameron, meets President Zelenskyy in Kyiv, pledging continued military support and a refocus on Ukraine as conflict continues in the Middle East."
17 November 2023,David Cameron visits Moldova and discusses security in the Black Sea and bilateral cooperation with Moldovan President Maia Sandu.
21 November 2023,"The UN Human Right Office reports that more than 10,000 civilians have been killed in Ukraine since Russia’s invasion in February 2022."
28 November 2023,"NATO Secretary-General Jens Stoltenberg urges members of the alliance to continue supporting Ukraine i n its conflict against Russia, amid opposition in the US to a military aid package and some resistance in Europe for a longer-term support plan for Kyiv."
7 December 2023,"Russia’s upper house of parliament, the Federation Council, votes to set the date of the 2024 presidential election as 17 March, moving Vladimir Putin closer to a fifth term in office and the opportunity to remain in power until at least 2030."
11 December 2023,"Russia’s Central Elections Commission says it plans to allow voting for the 2024 presidential election to go ahead in the four regions of Ukraine that it annexed it 2022. In response, Ukraine says any Russian vote in Donetsk, Luhansk, Kherson and Zaporizhzhia will be null and void and that it will prosecute any observers sent to monitor voting."
12 December 2023,"President Zelenskyy visits the US for talks with President Biden and, separately, members of Congress in Washington DC."
14 December 2023,"In a televised end-of-year press conference, President Putin says “there will only be peace in Ukraine when we achieve our aims”, and calls for the “denazification of Ukraine, its demilitarisation”. Key events 7 December 2023: Russia’s Federation Council announces the 2024 presidential election will take place on 17 March. It is later announced that voting will also take place in the four regions of Ukraine annexed by Russia in 2022. 12 January 2024: Rishi Sunak visits Kyiv to sign a new security agreement and announce further military funding. 1 February 2024: EU leaders unanimously approve a €50 billion plan to support Ukraine for the next four years. 24 February 2024: On the second anniversary of Russia’s invasion, several western leaders visit Ukraine to show solidarity. 15-17 March 2024: The presidential election in Russia takes place. Putin wins the election, securing a fifth term in office. 25 April 2024: The UK’s Chancellor of the Exchequer meets President Zelenskyy in Kyiv to discuss sanctions against Russia. 16-17 May 2024: President Putin carries out a two-day state visit to China. Following talks with Xi Jinping, the two leaders pledge a “new era” of partnership. 11-12 June 2024: The Ukraine Recovery Conference takes place in Germany. 13 June 2024: The US signs a bilateral security commitment with Ukraine. 15-16 June 2024: The Ukraine Peace Summit takes place in Switzerland. 25 June 2024: The European Union formally launches accession talks with Ukraine. 27 June 2024: The European Union signs a security agreement with Ukraine. 5 July 2024: On his first day as Prime Minister, Sir Keir Starmer speaks to President Zelenskyy and reiterates the UK’s unwavering commitment to Ukraine. 9-11 July 2024: The NATO Summit takes place in Washington DC, with the alliance making several further pledges of support to Ukraine. 19 July 2024: UK prime minister Keir Starmer welcomes President Zelenskyy to Downing Street, the first foreign leader to visit No10 since he became prime minister. 6 August 2024: Ukraine launches an offensive into Russian territory, with an aide to President Zelenskyy suggesting the aim of the incursion was to bring Russia to the negotiating table for peace talks. 21 August 2024: Ukraine’s parliament votes in favour of joining the International Criminal Court (ICC). 2 September 2024: Putin arrives in Mongolia for a state visit, his first to an ICC member since it issued a warrant for his arrest. 11 September 2024: The US secretary of state and UK foreign secretary undertake a joint visit to Ukraine. 13 September 2024: The UK prime minister meets President Biden for talks in Washington DC, where they “reaffirm their unwavering support for Ukraine”. 19 November 2024: Foreign Secretary David Lammy reaffirms the UK government’s support for Ukraine on the 1,000th day of the war. 5 December 2024: Donald Trump wins the US presidential election."
